Created date|PID|Adviser|Title DE|Title EN|Abstract DE|Abstract EN
2015-06-18T19:31:04.421Z|o:6578|Oliver Kartak, Univ.-Prof.  |Unbekannt||Ein Kammerspiel, Kurzfilm, ca. 15 Minuten »Unbekannt« ist ein filmisches Vexierbild mit zwei Spielrealitäten. Eine junge Frau findet sich eingesperrt in ihrer Wohnung, mit einem ihr fremden jungen Mann, der behauptet, er sei ihr Freund. Es folgt ein wechselseitiges Machtspiel voller Angst, Aggression und Fluchtversuchen, welches sich zunehmend zuspitzt und die beiden Figuren in eine ausweglose gegenseitige Abhängigkeit treibt. »Unbekannt« spielt vor allem mit einem undefinierbaren Etwas, welches unüberbrückbar »zwischen« den beiden Hauptfiguren steht. Frau und Mann treffen aufeinander, beide haben ein Bild vom jeweiligen Gegenüber, doch ihre Ansichten bleiben stets divergent. Sie sind verwickelt in eine Situation aus Illusionen, Projektionen und völlig entgegen gesetzten Erwartungen. Sie ecken an, sie kommen nicht weiter, miteinander. Sie beharren jeweils auf ihren Standpunkten – und so entsteht zwischen ihren Dialogen ein immer größer werdendes »Nichts«, um welches sie ausweglos ringen.|Unknown an intimate theatre, 15 minutes »Unknown« is a cinematic picture puzzle with two play realities. A young lady is locked in her flat together with a strange young man who claims to be her boyfriend. What follows is a mutual power play, full of fear, aggression and attempts to escape. The two figures drive into a hopeless dependency. The role-playing game primarily deals with an undefined something that is insurmountable »between« the two main characters. Woman and man converge, both have their own ideas about the respective other in mind, though their opinions remain divergent. They are entangled in a situation consisting of illusions, projections and opposing expectations. They offend. Together, they don’t come forward. They insist on their viewpoints. Therefore in their dialogues a nothingness arises. They struggle with this nothingness, hopelessly.
2015-06-18T16:52:08.987Z|o:6575|Paolo Piva, o. Univ.-Prof. Mag. arch  |Garderobe für Kindertageseinrichtungen||Diese Garderobe für Kindertageseinrichtungen, in denen Kinder im Alter von 0-6 Jahren pädagogisch betreut werden, hat ihren Fokus auf den funktionellen und strukturellen Aufbau gerichtet, der sich am praktischen Nutzen für das Kind und dem pädagogischen Fachpersonal orientiert. Sie soll einfach zu bedienen sein und ausreichend Platz bieten, für Wechselklamotten, persönliche Gegenstände der Kinder, Matschhose, Jacken, Schuhe und Gummistiefel. Sie hat die zusätzliche Funktion einer Ausstellungsplattform für Kinderkunst, ein Postkastensystem für Nachrichten an die Eltern und von Kindern an Kinder. Diese werden am Oberschrank angebracht und sind jederzeit abnehmbar. Der Oberschrank ist auf drei Höhen verstellbar, um ein Mitwachsen der Garderobe nach Entwicklungsstand des Kindes möglich zu machen. Additiv gibt es für Krippenkinder noch einen Tritt, der ein Erreichen der Oberschränke erleichtern soll und gleichzeitig als Sitzfläche verwendet werden kann. Die Erscheinungsform erinnert an ein Haus, sodass ein Gefühl von Zuhause vermittelt werden soll.|This wardrobe is for day care centers, in which children from 0-6 years receive pedagogical care. It has it’s main focus on the functional and structural design, so that it orientates itsself on the practical use for the child and the nursery school teacher. It should be easy to handle, and should contain enough space for spare clothes, personal things, rainclothes, shoes and rubber boots. It has an additional function: a plattform for the artwork of the child and a box for letters and notes. One for the parents and one for the child. They are installed at the bottom of the wall unit. The wall unit can be put into 3 height positions, so that the child should be able to reach it at any age. The seating platform has a step so that the crib children can step on to it to reach the highest parts or it can be used as a smaller seating postition. The material different woodtypes and colors were used to show the cultural diversity as it can be found in todays every day care centres. It’s appearance remembers of a small house and should stand for a cosy, home-like feeling.
2015-06-18T09:49:40.865Z|o:6571|paul petritsch, Univ. Prof  |T.E.||Der Kosmos ist wie ein Schneeball – der immer größer und größer wird wenn er rollt.  Zu schnell, kann er an etwas Hartem zerbrechen. Doch der Schneeball nimmt die ganze Reise auf – er wächst mit jeder kleinen Bewegung die er macht, nimmt seine Umgebung auf und hinterlässt eine Spur. Zulassung  Registrationsnummer 04240AO/L 0516715 7 Marke T16/E.F. Baujahr 1983/1988 Gestellnummer 306767/173 Antriebsnummer 1460326/322407081988 Leistung 2080/80/120 Masse 2400/90  Serie AC N° 001521 T.E. sind nun auf einer weiteren Etappe des einander kennenlernens angelangt. Sie erfahren die Öffnung einer zweiten Ebene, eine Entkoppelung, ein Weiterrollen.|the cosmos is like a snowball it turns bigger and bigger with its moves too fast, it might crash on something hard but with each motion it records its surrounding and leaves a lead Permit R.I.N. 04240AO/L 0516715 7 MAKE T16/E.F. YEAR 1983/1988 ENGINE NO. 306767/173 VIN 1460326/322407081988 Serie AC N° 001521
2015-06-18T08:44:58.105Z|o:6568|Oliver Kartak, Prof.  |Taxi Burma||In einer Welt außerhalb westlicher Zivilisationsstrukturen, macht ein Ich-Erzähler Erfahrungen, die zu fiktional für einen Bericht und zu dokumentarisch für eine Erzählung scheinen. Taxi Burma – Ein Tag in Myanmar ist ein animierter Reiseessay zur digitalen Veröffentlichung in Onlinemedien. Durch die Augen eines Touristen eröffnet dieser Essay einen audiovisuellen Einblick in ein Land im Wandel: Myanmar.|Far from western civilization a tourist and first person narrator experiences a world that contradicts his western way of life. Taxi Burma – A Day in Myanmar is an animated travel essay for digital publication in online media. Blurring the boundaries between fiction and nonfiction it gives an audiovisual insight into a nation in change: Myanmar.
2015-06-18T07:31:25.054Z|o:6566|Virgil Widrich,   |Rätselschrift||Den Kern der Arbeit bildet ein auf einem Stoff von Ernst Bloch basierender Text. Simon Sailer hat die kleine Geschichte aus dem Frühwerk des Philosophen verdichtend neu interpretiert und auf lichtempfindliches Material gedruckt. Das derart entstandene fragile Blatt, wird von einer an der Wand montierten Holzumbauung, die mit einem schweren Stoff verhangen ist, geschützt. Die Betrachtenden müssen ihren Kopf in die Arbeit stecken und sie vorsichtig belichten, um den den literarischen Text zu erschließen. Eine Variante übrigens, die dem Protagonisten der Geschichte nicht offen steht.|A literary text constitutes the core of Sailers work. He reiterates one of Ernst Blochs earlier prose, creating a compact and densified version. The text is then printed on light sensitive paper and placed into a protective wooden shall. A thick curtain prevents light from reaching the paper. The viewer is forced to stick there head into the piece and carefully light the interior of the box, in order to shed light on the content of the scripture. An option that is not as readily available to the protagonist of the story.
2015-06-17T19:30:37.800Z|o:6564|Brigitte Kowanz, Prof  |Echo||A und T sitzen einander gegenüber. A und T halten Blickkontakt. A macht was T macht. T macht was A macht. Dazwischen: zwei Kameras. Eine Kamera filmt T. Eine Kamera filmt A. In einer Videoinstallation werden die entstandenen Videos einander gegenüber und synchron projiziert. Die Theorie sagt: Die Kamera und in weiterer Folge das Video nehmen der Performance das "Performative": die Flüchtigkeit, die Körpergebundenheit, die entstandene Räumlichkeit. Über die Projektionen wird genau das in der Installation wieder hergestellt. Performative Räumlichkeit entsteht über die, durch die Projektion suggerierte, Handlungsachse zwischen T und A. Zeitgebundenheit und Körperlichkeit werden an die Perspektiven der Betrachter_innen gebunden. Die Performance der Vergangenheit findet über die Projektionen Jetzt im Raum statt.|A and T sit, facing each other. A repeats T's mimics and vice versa. Between them: two cameras. One camera captures A's, one captures T's actions. The resulting videos are projected vis-à-vis and synchronous.
2015-06-17T12:59:23.768Z|o:6562|Brigitte Kowanz, Prof.  |Echo||T und A sitzen einander gegenüber. T und A halten Blickkontakt. T macht was A macht. A macht was T macht. Dazwischen: zwei Kameras. Eine Kamera filmt T. Eine Kamera filmt A. In einer Videoinstallation werden die entstandenen Videos einander gegenüber und synchron projiziert. Die Theorie sagt: Die Kamera und in weiterer Folge das Video nehmen der Performance das "Performative": die Flüchtigkeit, die Körpergebundenheit, die entstandene Räumlichkeit. Über die Projektionen wird genau das in der Installation wieder hergestellt. Performative Räumlichkeit entsteht über die, durch die Projektion suggerierte, Handlungsachse zwischen T und A. Zeitgebundenheit und Körperlichkeit werden an die Perspektiven der Betrachter_innen gebunden. Die Performance der Vergangenheit findet über die Projektionen Jetzt im Raum statt.|T and A sit, facing each other. T repeats A's mimics and vice versa. Between them: two cameras. One camera captures T's, one captures A's actions. The resulting videos are projected vis-à-vis and synchronous.
2015-06-17T10:08:29.761Z|o:6560|Gabriela Krist, o. Univ.-Prof. Mag. Dr.  |EINE BAROCKE COLLAGE AUF BEMALTEM ALABASTER AUS DEM STIFT NEUKLOSTER, WIENER NEUSTADT||Die vorliegende Diplomarbeit behandelt eine Collage aus Papier und Textil auf bemaltem Alabaster, die in das 17. Jahrhundert datiert wird. Dargestellt ist die mythologische Szene „Aeneas flieht aus Troja“, die auf einem Stich mit derselben Darstellung des italienischen Malers Federico Barocci basiert. Im kunstgeschichtlichen Teil der Arbeit wird durch den Vergleich mit Mechelner Alabasterreliefs und den sogenannten „Applikations-bildern“ Süddeutschlands eine Provenienzbestimmung versucht. Die konservierungs-wissenschaftlichen Schwerpunkte liegen einerseits in der Reinigungsproblematik und der damit verbundenen Erstellung eines einheitlichen Erscheinungsbildes der verschiedenen Bestandteile, andererseits in der Diskussion der Integrationsmöglichkeiten großflächiger Fehlstellen.|The diploma thesis deals with the conservation and restoration of a 17th century collage that consists of paper and textile glued on a painted alabaster relief. This unusually composed object depicts the mythological scene “Aeneas’ Flight from Troy” based on an etching with the same subject of the Italian painter Federico Barocci. The art historical part of the thesis covers provenance research with comparative examples such as alabaster reliefs from Mechelen and baroque collages from Southern Germany called “Applikationsbilder”. The goals of the conservation are, on the one hand, cleaning to achieve a uniform appearance of the material mix, and on the other hand, the discussion of possibilities for the reconstruction of extensive missing parts.
2015-06-17T09:12:48.316Z|o:6558|Ferdinand Schmatz, Univ. Prof. Dr. Phil.  |Wallen||Der Roman erzählt vordergründig eine Liebesgeschichte.|This novel tells a love-story.
2015-06-16T22:12:32.057Z|o:6553|Bernhard Kleber, Univ.Prof mag.art.  |Der Prozess||Der Prozess macht Verborgenes in einer verwandelten, täuschenden Form sichtbar. Scheinbar größere Wahrheiten treten letztlich als undurchsichtiges Regelwerk auf, das sich als vorgeblich greifbar darstellt. Über eine Kurve zwischen Verdichtungen und leeren Momenten besteht Bedrohlichkeit im Kleinen und Großen.|The Trial makes the hidden - visible, in a transformed, deceiving form. Apparently greater truths come ultimately, as dim system of rules that presents itself as discernible. Through a curve between density and moments of void, a certain threat presents itself, as on small so on large scale.
2015-06-16T14:24:32.768Z|o:6548|Brigitte Kowanz, prof. Uni  ||~END~LESS~FLOW~|Die Arbeit beschreibt verschiedene Komponenten meiner skulpturalen Arbeit. . Es enthält über : Beschreibung der Säule in der Architektur und in der zeitgenössischen Kunst , die Beschreibung über Materialien und Komposition , die Definition des Flows, Theorie der Form und Farbe , Beschreibung der Krise und einige Erfahrungen in Athen. Das Buch hat mehr illustrativen Charakter durch die Fotodokumentation aus Athen , Kunst Collagen und einigen Bildern aus dem Internet.|The thesis describe different components of my sculptural artwork.And contains on: description of column in architecture and in contemporary art, description materials and composition, definition of flow, colour and form theory, description of crisis and some experiences in Athene. The book has more illustrative character through the photo documentation from Athene, art collages and some images from the internet.
2015-06-16T12:56:05.991Z|o:6544||test||test|test
2015-06-16T09:10:59.089Z|o:6541|Marion Elias, ao. Univ.-Prof. Mag. art. Dr. phil.  ||Bild / Image|Das menschliche Verlangen Bilder herzustellen fälltmit der Wahrnehmung von Massen und Einzelnem, Allem und Nichts zusammen. Aus der Spannung, die zwischen diesen Begriffen entsteht, mögen die ersten Bilder entstanden sein, zusammen mit anderen Archetypen, geboren aus dem Wunsch nach Gesamtheit und fiktiver Symmetrie tief verankert in der menschlichen Psyche. Bilder herzustellen ist die Illusion der Wirklichkeit und des Einflusses auf diese; eine Art der Verdrängungsaktivität als Antwort auf die wahrgenommene Realität. Das Bild ist die Illusion von Koordination in einer tatsächlichen Unterordnung. Wir können uns dieser Frage auch nähern, indem wir uns auf den Gedanken fokussieren, der bisher noch nicht als wahre Form des Bildes formuliert wurde. Das Bedürfnis nach Kommunikation führt zu einem anderen Typus kreativer Arbeit, welcher im Vergleich zum intellektuellen/fiktiven Aspekt und als Teil der Bewahrheitung und Versicherung als eine Art Versuchangesehen werden kann. Über die wichtigsten kulturellen und künstlerischenAspekte hinaus hat sich die Bildherstellung im Laufe der Geschichte als Schlüsselelement sozialer Prozesse etabliert, da die exakte visuelle Selbstdefinition eine unabdingbare Voraussetzung für eine klare Intellektualität und ein Ideensystem istauf dem eine exakte Selbstdefinition basiert. Es reicht schon an die verschiedenen Religionen, politischen oder sozialen Bewegungen zu denken, und innerhalb dieser an subkulturelle Bildherstellungssysteme, die sich entlang der Hauptströme entwickelten. Heutzutage vervielfach die fast sofortige Öffentlichkeit der Medien und die beschleunigte Kommunikation die Bedeutung des Bildes, woraus auch ein neuer Sinn in der Bildherstellung selber entsteht.|Man’s need for image making originates approximately when the thought of a lot and a little, everything and nothing articulated in thehuman mind. The conflict stretching between these notions may have born the first images along with many other archetypes, under the influence of the desire towards entirety and notional symmetry deeply coded in the human psyche. Image making is the illusion of influencing realityand happenings. It is a certain kind of displacement activity done as an answer to the perceived reality. The image is the illusion of co-ordination in an actual subordination. We can also approach the question by regarding the thought that has not beenformulated yet as the true form of the image. The need for communication leads to another type ofcreative work that can be regarded as a certain kind of attempt compared to the intellectual / notional aspect and as part of verification and assertion. Beyond the most important cultural and artistic aspects, image making has in the course of history also become a key element of social processes, as the exact visual self-definition is an indispensable condition of clear intellectuality and the system of ideas on which exact self-definition is based. It is enough to think of the different religious, political or social movements and withinthese a lot of sub cultural image making systems, which have evolved along with the main directions. Nowadays, the almost immediate publicity of media and accelerated communication multiplies the significance of images, giving a newsense of meaning to the act of image making as well.
2015-06-15T21:37:11.177Z|o:6537|Matthias Spaetgens, Univ.-Prof.  |Klammhöhe||Im Rahmen meiner Diplomarbeit entwickle ich für ein Café-Restaurant das visuelle Erscheinungsbild. Da dieses Lokal neben dem regulären Betrieb selbstgemachte Produkte wie Säfte, Marmeladen und Pestos anbietet, konzipiere ich zusätzlich ein Packaging Design. Als weitere Kommunikationsmaßnahme entsteht auch eine Printkampagne.|The aim of my diploma project was to establish the visual appearance of a café restaurant. Due to the fact that the café restaurant offers home-made products (juice, jam, pesto etc.) I also designed the packaging for them. In order to promote the café restaurant an advertising campaign was developed.
2015-06-15T19:03:58.758Z|o:6529|||Ratio||Die Kollektion „Ratio” besteht aus narrativem Faden, gesponnen aus Erfahrungen wie Vielfalt, Gegensatz und Identität. In Nigeria auswachsend waren mir die Unterschiede zwischen Völkern, Glaubenssystemen und Identitäten nie bewusst. Verschiedenartige Kleidung schien die einzige Differenz zu sein. Kleidungsstücke wie der langärmlige traditionelle „Jalabiya“ der Männer, „Aso-oke“- die rote Hochzeitstracht der Yorubabräute, die weißen Blusen der Mitglieder der katholischen Frauenorganisation und die farbenfrohen Drucke auf Kopftüchern und Wickelröcken. All diese textilen Ausdrücke einer reichhaltigen Kultur haben zur Formung meiner Phantasie und ästhetischen Sensibilisierung beigetragen. Die Reise nach Europa begann mit Aufregung, die Seele bereit etwas Anderem zu begegnen und bereit, Liebe und Freude zu teilen. Stattdessen begegneten ihr Rassismus und unbekannte Verhaltensmuster. Diese Abschlusskollektion ist durch zwei adoleszente Einflüsse geprägt: eine afrikanische Herkunft gepaart mit europäischer Erziehung. Diese zwei Einflüsse vermengt sind Auslöser für etwas Neues. Die daraus entstandenen Unisex- Kleidungsstücke enthalten Neuinterpretationen von unterschiedlichen Mustern, Formen, Drucken und Texturen und vereinen europäisches Schneidern mit einer pan-afrikanischen hybriden Identität.
2015-06-15T18:13:53.933Z|o:6527|Jan Svenungsson, Univ.-Prof.  |Eure Angst vor Nostalgie||Inhaltsverzeichnis: 1. Die industrielle Revolution im Haushalt 2. Linotype Simplex 3. Eure Angst vor Nostalgie 4. Armstrong Siddeley Jaguar 5. Induktion 6. Eins – Pioniergeist 7. Arbeitsprotokoll 8. Wandplan 9. Überblick 10. Zwei – Frühes Leid (TERMINATOR) 11. Feinjustierung 12; 13. Panorama 14. Spuren der Verwendung 15. Querschnitt 16. Das Wesentliche ist noch immer analog 17. Die Zeit 18. Morphologie der Innereien 19. Frequenzwandler 20. Fetisch 21. Das gläserne Fossil 22. Transistor 23. Im Inneren 24. Dort 25. Das gute und das schlechte Bild 26. Quellennachweis 27. Trotzdem|Table of contents: 1. Industrial revolution in the household 2. Linotype Simplex 3. Your fear of nostalgia 4. Armstrong Siddeley Jaguar 5. Induction 6. One – pioneering spirit 7. Protocol of work 8. Wall-scheme 9. Survey 10. Two – early agony 11. Vernier Adjustment 12;13. Panorama 14. Traces of usage 15. Cross section 16. The essential is still analog 17. Time 18. Morphology of entrails 19. Convertor of frequency 20. Fetish 21. The glass fossil 22. Transistor 23. Inside 24. There 25. The good and the bad picture 26. Reference 27. Nevertheless
2015-06-15T13:16:51.618Z|o:6523|Patrick Werkner, ao. Univ.Prof. Dr. Phil  |Der Männerschuh - von der Zweckmäßigkeit zum Modestatement||In meiner Tätigkeit als Künstler und Designer beschäftige ich mich viel mit Mustern und Symbolen und dessen Wirkung auf den Betrachter. Dabei ist es wichtig diese zu analysieren und zu entschlüsseln, um sie gezielt einzusetzen. Alte Muster und Symbole interpretiere ich neu und mit Hilfe des Siebdrucks, erschaffe ich Kunstwerke auf verschiedenen Medien wie Textil, Leder und Fließen. Jedes Kunstwerk ist einzigartig und ein Unikat. Der Besitz eines Kunstwerks ist mit dem Besitz eines Statussymbols gleichzustellen. Statussymbole sind nicht gegeben und müssen geschaffen werden. Durch das Zusammenspiel von Kunst und Mode, kreiere ich eine Männerschuhkollektion mit Elementen meiner zuvor geschaffenen Kunstwerke und vereine damit alle Eigenschaften dieser zwei Bereiche. Das Ziel meiner Arbeit ist es tragbare Kunstwerke zu kreieren, die mit einer Vielzahl von Alleinstellungsmerkmalen eine klare Botschaft vermitteln und sowohl positive Emotionen beim Betrachter erzeugen, als auch durch das Produktkonzept und den richtigen Partnern - wie die Universität für angewandte Kunst, der Privatwirtschaft und Kooperationspartner der Modeszene - der Öffentlichkeit zu präsentieren und vermarkten.|Laszlo Lukacs deals with patterns and symbols and their value for the beholder. It is important to decode and analyze them properly in order to apply them purposefully. Lukacs interprets old patterns and symbols in a new way by screen printing, creating new art pieces with different media like textile, lether, solifluction. Each piece is unique. Through the interplay between art and fashion, he produces a men’s collection with elements of his former art pieces, combining the properties of both fields. The aim of his work is to create wearable art pieces which convey a clear message and which evoke positive emotions.
2015-06-15T09:55:02.369Z|o:6520|hussein chalayan,   ||barking up trees|text zur begleitung der diplom kollektion|text accompanying the diploma collection
2015-06-15T08:54:46.344Z|o:6518|Gabriele Rothemann, Univ.-Prof.  |weiß_weiß_weiß_weiß (kurztitel)||Bastian Schwind transformiert in seiner Arbeit das geschriebene Wort zum Motiv vor der Kamera. Die Fotografien werden Wort für Wort, von links oben bis rechts unten mit Ein-Wort Beschreibungen erzeugt. Das getippte Motiv wird fotografisch übersetzt. Der großformatige Abzug provoziert bei der Betrachtung ein Spiel der Assoziationen zwischen dem gelesenen Wort, den eigenen bildlichen Erinnerungen und der habituellen Sehgewohnheiten. Stellvertreter höchst individualisierter Vorstellungen werden fotografiert.|The series white_white_white_white can be seen as an experimental approach to transport photographic information with the help of writing. One of the major tasks of this project is to define the photographic space and to investigate the transfer of information in both, photography and writing. The photographic themes are written on a mechanical typewriter, using one-word-descriptions. The observer must read the picture and combine these with his/her personal vocabulary of associations to create a concrete idea of what the photograph could look like.
2015-06-15T08:37:31.361Z|o:6516|Gabriele Rothemann, Univ.-Prof.  |SUPER BRIGHT||SUPER BRIGHT bezieht sich auf eineTendenz der Überästhetisierung und des Überangebots von Putzmaterialien. In all ihren Formen, Farben und Strukturen bilden die Schwämme und Wischlappen als industriell gefertigte Massenprodukte eine Metapher der Wegwerfware. Ganz im Sinne dieser modernen Errungenschaft zitieren die Objekte abstrakte Malerei und Pop Art, wodurch ein ironischer Moment im Bezug auf die Konsumkultur entsteht. Die fotografische Inszenierung verstärkt den Gedanken eines glorifizierten, unabdingbaren und vor allem sauberen Produktes.Die Putzartikel werden dabei zu stillen Monumenten – formal minimalistisch,aber auch konkret und figurativ.|SUPER BRIGHT refers to a tendency of over-aestheticization and oversupply of cleaning equipment. In all their shapes, colours and structures sponges and wiping cloths as industrially manufactured mass products build a metaphor of throwaway-goods. In terms of this modern achievement the objects cite abstract painting and Pop Art, whereby an ironic moment regarding consumer culture arises. The photographic staging reinforces the idea of a glorified, indispensable and above all clean product.The cleaning items become still monuments - formal and minimalistic, but equally concrete and figurative.
2015-06-15T07:24:33.174Z|o:6510|Gabriele Rothemann, Univ.-Prof.  ||WILDERNESS||Panoramastraßen führen entlang von Naturschutzgebieten und lassen die Landschaft zur Kulisse werden. Choreographiert vom Straßenverlauf werden Nationalparks zu einem Schaukasten für die ursprüngliche Umgebung, ohne dass diese tatsächlich betreten werden muss. Die Landschaft der Naturparks wird zur Bühne für fotografische Inszenierungen, welche die Erinnerung an das Naturerlebnis rekonstruieren.
2015-06-14T11:35:06.252Z|o:6505|Henning Bohl, Univ.Prof  |me, my friends and our horse||things pop up and sashay around; lively, curious and sociable we are companions, we will meet there wander round and listen to our stories...|things pop up and sashay around; lively, curious and sociable we are companions, we will meet there wander round and listen to our stories...
2015-06-12T15:24:53.949Z|o:6502|Jan Svenungsson, Univ.  |Alles ist verbunden||Zeichnungen und Holz werden in Alles ist verbunden zu einer ortsspezifischen Installation kombiniert. Unbekannte Welten und Universen endlosen Ausmaßes eröffnen einen Raum, in dem Reflexion stattfindet. Es ist das Denken über das Denken, das im endlosen Moment eines organischen Kreislaufes abgebildet wird. Wurzeln, Zellen, Verästelungen und abstrakte „Urkneuel“ verspinnen sich zu einem Netzwerk ohne Anfang oder Ende und werden so zur visuellen Metapher für die körperinternen Prozesse, die menschliches Bewusstsein möglich machen.|Drawings and wood are combined into a room-specific installation. Unknown worlds and endless universes open into a vast void of refections. It is the thinking upon thoughts, that takes place in this never ending moment of organic circulation. Roots, cells, branchings and abstract formations interweave into a network without beginnings or endings. They transform into a visual metaphor, that describes the internal procedures, that enable human consciousness.
2015-06-12T09:34:26.120Z|o:6495|Hussein Chalayan,   ||#boys #bed #andbeyond||Diplomakollection von Jackie Whajung Lee
2015-06-12T09:29:05.348Z|o:6494|Hussein Chalayan,   ||#boys #bed #andbeyond||Diplomkollektion von Jackie Whajung Lee
2015-06-12T07:40:16.515Z|o:6492|Eva Maria Stadler, Univ.-Prof.  |Zeichenmaschinen||Ziel dieser Arbeit ist es, ausgewählte künstlerische Positionen des 20. und 21. Jahrhunderts zu untersuchen, welche mit mechanischen, zeichnenden Maschinen gearbeitet haben. Vor dem Hintergrund der dabei allgegenwärtigen Mensch-Maschine-Kunst-Trias werden Potentiale dieser Apparate, welche sich in Produktion, Präsentation und ästhetischer Wahrnehmung von Kunst manifestieren, erfasst. Aufgrund deren multidisziplinärem Charakter werden in dieser Arbeit sowohl technische als auch künstlerische Aspekte eingehend besprochen. Konstruktion und Funktionsweise der Geräte kommen ebenso zur Sprache wie Fragen zum Werk- und Autor_innenbegriff. Eine Einbettung in deren Entstehungsumfeld wird durch die geschichtliche Zusammenführung von technologischen Weiterentwicklungen mit Veränderungen in der Kunstwahrnehmung gemacht. Anhand von vier Beispielen, beginnend bei Jean Tinguely in den 50er-Jahren, erster Verwendung von computergesteuerten Stiftplottern durch Frieder Nake und Georg Nees in den 60er-Jahren, Angela Bulloch Anfang der 90er und schließlich dem zeitgenössischen Künstler Patrick Tresset wird die Beziehung von Mensch und Maschine in der Kunst im Spannungsverhältnis von Überantwortung, Interaktion, Erweiterung und Angleichung erfasst.|The objective of this thesis is to examine selected artists of the 20th and 21st century who used mechanical drawing machines as their main means of artistic expression. In this context, the thesis assesses the potential of these devices to change the production, presentation and aesthetic perception of art against the background of the ubiquitous human-machine-art-trias. Both the artists’ approaches to these multidisciplinary machines and the technical and artistic aspects of the respective devices have been taken into account, which is why constructional and operational details of the machines as well as questions about what determines the role of an artist and a work of art are additional subjects of consideration. The emergence of these mechanical drawing devices is discussed in the light of the changes that occured in the fields of art and technology over the course of the last century. The analysis focuses on the relationship between man and machine in art at the crossroads of delegation, interaction, expansion and assimilation by examining the following artists: Jean Tinguely in the 1950s, Frieder Nake and Georg Nees as pioneers of computer-controlled plotter drawings, Angela Bulloch in the early 1990s, as well as the contemporary artist Patrick Tresset.
2015-06-12T07:20:00.946Z|o:6490|Brigitte Kowanz,   |AUTO POIESIA||Die ausgestellten Arbeiten sind das Ergebnis meiner Beschäftigung mit Repräsentationsmodellen von Malerei. Der Repräsentationsraum in der Malerei soll in ihnen erweitert, vielleicht sogar überdehnt werden. Der Betrachter wird durch diesen Übergriff einer Situation ausgesetzt, die ihn sowohl auf materielle (bewusste) als auch auf virtuelle (unbewusste) 'Kodierungen' im Bild aufmerksam werden lässt.|The works are the result of my study of models of representation of painting. The space of representation in the painting is to be expanded in them, maybe even be overstretched. The viewer is exposed to these assault a situation that makes him pay attention to both substantive (conscious) and virtual (unconscious) 'codes' in the painting.
2015-06-11T21:06:33.127Z|o:6488|Brigitte Kowanz, Univ.-Prof.  |New Boemian Gaming Archives||Die Automaten sind das Werkzeug zur Sichtbarmachung der Artefakte unserer Arbeit im Boem, der Information in unserem Archiv, das als Zeuge der verschiedenen sozialen Interaktionen verstanden werden kann. Thema und Medium sind das Leben, die Menschen und ihre sozialen Aktvitäten, inspiriert von den flexiblen Prozessen, die das normale Leben bestimmen. ohne unsere Gäste, Freunde/innen, Feinde/innen, Unterstützer/innen und Verhinderer/innen würde es das Archiv nicht geben und auch nicht die Automaten. Ihre Funktion ist die Erkundung sozialer Bindungen mit bereits bestehenden Arten von Beziehungen, in denen wir uns bewegen. Sie geben soziale Strukturen wieder und produzieren selbst Geselligkeit und neue Interaktionen. da, wo die grenzen zwischen Produzentinnen und Produzenten und Konsumentinnen und Konsumenten verschwimmen und Begegnungen stattfinden, da fängt es an, interessant zu werden. Es ist 24/7 geöffnet – also spielt, tanzt, trinkt!|no english description available at the moment.
